"","#0F4A9C","#53f1fc","#635547","#67000d","#7F6874","#8870ad","#90BF75","#9e6762","#C594BF","#DABE99","#DFCDE4","#EF5A9D","#cc7818","#d6616b","#ffad1e","#ffd854"
"Cdrt4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cdrt4os1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cds2",24,11,115,8,13,18,82,7,118,58,17,37,50,13,7,22
"Cdsn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Cdt1",33,42,386,19,33,95,278,41,650,260,120,112,133,71,20,190
"Cdx1",0,1,0,0,0,6,1,2,17,9,8,0,4,0,0,3
"Cdx2",1,0,2,0,1,11,12,3,13,9,9,1,21,2,2,25
"Cdx4",0,0,1,0,0,0,0,0,3,0,3,0,3,0,0,0
"Cdyl",7,4,101,3,3,17,85,9,92,54,16,24,30,7,2,27
"Cdyl2",0,1,1,0,2,4,5,0,21,3,4,1,3,0,0,4
"Ceacam-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ceacam1",0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0
"Ceacam10",0,2,3,0,0,1,1,1,7,0,8,0,4,1,0,1
"Ceacam11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ceacam12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ceacam13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ceacam14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ceacam15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ceacam16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ceacam18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ceacam19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ceacam2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ceacam20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ceacam3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ceacam5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ceacam9",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Cebpa",3,0,5,2,0,0,2,1,3,4,0,1,1,0,0,0
"Cebpb",5,2,25,10,4,11,11,0,31,5,4,9,14,7,6,22
"Cebpd",0,0,2,0,0,2,5,1,11,4,1,3,5,0,0,0
"Cebpe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cebpz",34,33,419,28,29,100,278,31,615,237,133,108,152,53,23,247
"Cebpzos",3,3,34,3,8,11,42,5,51,26,14,9,11,3,1,39
"Cecr2",37,18,220,4,10,20,189,21,376,134,79,59,34,21,6,69
"Cecr6",0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0
"Cel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cela1",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Cela2a",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"Cela3a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cela3b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Celf2",4,7,52,0,5,15,41,3,53,25,14,15,28,5,0,14
"Celf3",1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
"Celf4",5,4,60,5,0,11,33,9,88,33,14,9,8,0,0,4
"Celf5",0,0,4,0,0,1,2,0,2,2,3,1,0,0,0,0
"Celf6",0,0,0,0,0,1,1,0,12,0,2,0,1,0,0,0
"Celrr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Celsr1",10,0,12,0,3,1,13,0,15,12,8,21,1,0,0,9
"Celsr2",1,1,28,0,0,0,15,1,1,6,1,9,1,0,0,3
"Celsr3",1,0,24,0,0,1,8,3,15,11,5,1,0,0,0,2
"Cemip",0,0,1,0,0,0,0,0,3,1,0,1,0,0,0,0
"Cend1",1,1,12,0,0,0,11,0,4,3,1,0,2,1,0,0
"Cenpa",59,56,371,19,44,128,287,36,724,221,179,111,125,45,15,195
"Cenpb",21,3,100,2,14,25,66,4,117,62,18,21,44,2,0,43
"Cenpc1",14,5,96,3,12,29,60,7,156,52,20,29,35,16,4,36
"Cenph",17,13,134,3,19,43,101,18,240,82,49,49,41,17,5,61
"Cenpi",1,1,24,3,4,8,15,2,37,18,11,7,10,9,2,17
"Cenpj",6,7,53,2,7,11,40,6,127,44,23,22,27,7,3,25
"Cenpk",10,8,99,1,3,30,88,11,171,58,39,28,40,9,4,38
"Cenpm",7,3,44,2,3,7,30,2,62,43,17,13,10,3,4,25
"Cenpn",7,9,77,3,12,30,69,4,166,65,32,23,34,10,2,41
"Cenpo",4,2,28,1,4,5,23,5,54,20,19,12,12,2,2,17
"Cenpp",10,6,68,2,4,31,69,6,145,47,36,37,26,4,2,41
"Cenpq",8,8,75,6,11,31,65,5,219,61,34,25,32,17,6,50
"Cenpt",8,2,49,5,4,16,28,3,65,22,20,18,32,15,2,30
"Cenpu",3,5,56,2,1,15,30,5,87,19,21,16,11,4,0,21
"Cenpv",2,2,11,0,2,1,3,0,10,5,1,10,1,1,2,25
"Cenpw",30,17,174,17,14,110,173,25,446,180,73,81,100,17,11,123
"Cep104",8,1,25,3,1,6,11,3,58,19,9,11,10,4,2,7
"Cep112",4,1,2,0,2,1,0,2,12,5,3,3,3,0,1,3
"Cep120",16,11,79,4,8,31,51,11,164,53,37,26,38,8,5,23
"Cep126",9,2,18,2,4,10,8,3,56,10,7,10,7,3,0,5
"Cep128",3,4,25,3,1,6,5,2,35,11,5,5,10,5,0,7
"Cep131",10,1,19,0,0,5,16,3,33,12,8,6,3,1,0,3
"Cep135",12,7,45,0,0,8,14,0,72,24,19,9,20,5,4,22
"Cep152",8,4,41,6,3,9,20,4,54,14,13,12,9,5,0,8
"Cep162",7,2,22,2,3,9,17,2,39,11,5,9,7,2,1,13
"Cep164",7,0,45,0,3,10,18,3,73,15,13,15,19,8,0,18
"Cep170",10,6,50,6,4,21,27,3,126,32,27,16,39,8,1,14
"Cep170b;Mir6940",9,1,79,2,19,9,52,1,64,28,16,35,12,6,3,25
"Cep19",20,1,43,5,1,11,27,7,72,29,17,18,17,7,4,31
"Cep192",9,7,91,4,10,26,69,6,154,54,42,34,39,13,4,44
"Cep250",4,1,14,0,2,3,9,2,30,13,6,5,6,0,1,8
"Cep290",15,9,76,2,1,13,40,6,85,30,16,25,21,14,1,24
"Cep295",4,5,74,3,5,11,23,7,99,32,18,17,11,1,5,18
"Cep350",8,3,46,1,13,15,25,10,109,24,20,36,28,11,3,14
"Cep41",3,0,12,0,4,5,8,0,24,10,5,6,6,0,0,5
"Cep44",16,4,45,0,0,17,42,4,75,36,21,10,18,2,0,11
"Cep55",6,1,27,1,5,8,19,1,27,13,5,8,7,0,3,17
"Cep57",31,10,251,7,26,34,159,16,305,132,57,59,54,10,6,53
"Cep57l1",3,2,17,1,2,4,8,2,41,22,8,5,6,1,2,10
"Cep63",11,4,38,4,5,17,29,4,82,22,17,19,14,5,1,17
"Cep68",4,1,46,0,4,8,22,2,48,24,14,10,9,3,1,8
"Cep70",5,3,26,4,4,5,18,4,35,12,8,16,11,5,0,20
"Cep72",2,1,26,0,3,6,21,4,49,17,5,2,4,0,0,5
"Cep76",2,5,43,3,15,13,26,4,94,26,32,19,22,5,3,27
"Cep78",11,3,75,0,1,9,47,8,106,28,24,20,16,1,0,20
"Cep83",15,11,117,7,3,30,51,10,202,42,39,29,52,31,0,26
"Cep83os",1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
"Cep85",9,5,87,1,12,18,58,2,132,25,34,15,26,3,5,24
"Cep85l",0,0,4,2,1,1,0,0,11,2,3,0,3,0,0,0
"Cep89",18,8,38,1,3,12,31,11,86,21,22,24,17,3,0,9
"Cep97",12,5,78,0,4,9,42,7,121,38,25,26,17,3,2,6
"Cept1",7,4,43,2,10,19,37,4,104,32,23,23,35,13,4,26
"Cer1",52,2,8,0,5,4,1,1,30,58,10,366,3,0,0,1
"Cercam",8,0,9,0,2,1,6,0,9,5,2,7,1,0,0,3
"Cerk",2,2,7,0,0,2,8,0,7,7,2,0,0,0,0,5
"Cerkl;Neurod1",0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
"Cers2",16,6,115,25,33,30,83,8,176,60,54,56,51,37,10,126
"Cers3",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Cers4",4,1,37,0,1,6,16,2,28,7,3,10,7,0,0,6
"Cers5",17,7,76,18,19,23,77,6,143,54,30,44,47,19,9,66
"Cers6",1,0,8,4,2,3,3,0,13,2,3,1,0,0,0,5
"Ces1a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ces1b",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Ces1c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ces1d",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Ces1e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ces1f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ces1g",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ces1h",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ces2a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ces2b",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"Ces2c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ces2d-ps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ces2e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ces2f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ces2g",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ces2h",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ces3a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ces3b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ces4a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ces5a",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cetn1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Cetn2",37,7,95,3,7,46,112,12,170,72,28,30,36,10,4,55
"Cetn3",47,23,249,10,22,116,259,24,516,189,98,113,135,27,10,145
"Cetn4",3,1,1,0,0,1,0,0,2,1,2,0,1,0,0,4
"Cfap100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cfap126",49,0,1,0,1,0,1,0,10,4,0,2,1,1,0,1
"Cfap157",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cfap161",7,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Cfap20",53,15,143,5,28,48,132,19,301,115,71,57,66,18,7,67
"Cfap206",30,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"Cfap221",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Cfap36",65,11,66,8,3,20,58,6,150,60,27,32,29,10,6,47
"Cfap43;Itprip",6,4,18,0,0,3,7,2,31,9,4,8,7,5,0,7
"Cfap44",6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Cfap46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cfap52",14,0,2,0,0,1,1,0,2,2,0,0,0,0,0,0
"Cfap53",17,0,1,0,0,0,1,0,2,3,1,0,0,0,0,0
"Cfap54",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Cfap58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cfap61",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cfap69",24,0,2,0,0,0,0,1,0,2,1,1,1,0,0,0
"Cfap70",3,0,2,0,2,0,2,0,0,2,0,1,0,0,0,0
"Cfap73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cfap74",3,1,1,0,0,0,1,0,4,3,0,1,0,0,0,2
"Cfap77",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Cfap97",3,4,25,0,7,5,17,1,41,13,6,8,7,3,3,19
"Cfb;Mir6972",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Cfc1",25,11,7,0,9,28,14,2,149,16,24,35,32,0,0,1
"Cfd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cfdp1",61,56,409,39,50,158,365,49,793,284,193,159,216,118,27,265
"Cfh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cfhr1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cfhr2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cfi",0,0,2,0,1,1,2,0,3,1,1,1,0,0,0,0
"Cfl1",395,235,2332,238,294,792,1931,265,4447,1541,897,983,1065,442,124,1153
"Cfl2",15,6,49,24,21,24,32,3,152,46,36,18,37,31,9,29
"Cflar",6,0,15,1,3,6,23,0,31,6,5,7,9,1,0,6
"Cfp",0,2,6,1,1,0,3,1,13,4,4,6,3,0,0,2
"Cftr",1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"Cga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cggbp1",33,32,198,23,28,73,126,15,532,122,103,91,129,45,13,91
"Cgn",2,0,26,2,10,3,14,1,4,10,1,10,1,2,3,22
"Cgnl1",0,8,86,1,6,20,50,0,30,30,5,11,71,6,1,16
"Cgref1",3,1,5,2,12,2,4,0,2,5,0,2,1,1,0,3
"Cgrrf1",7,4,31,4,8,17,27,6,71,22,18,10,23,5,1,9
"Ch25h",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Chac2",1,3,11,0,5,3,8,0,18,11,5,6,3,3,0,6
"Chad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chadl",0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
"Chaf1a",16,20,205,8,18,46,126,21,341,119,71,55,73,12,10,108
"Champ1",11,2,112,5,3,37,59,6,202,61,37,24,31,17,6,46
"Chat",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Chchd1",66,33,394,26,43,165,394,47,691,289,132,147,170,41,22,185
"Chchd2",214,131,1222,112,202,474,1165,150,2472,902,501,555,597,194,64,618
"Chchd3",33,20,180,13,35,58,151,16,352,104,72,82,66,32,12,98
"Chchd4",13,6,119,18,12,40,83,10,193,70,39,30,41,28,13,132
"Chchd5",12,4,63,2,7,14,43,4,80,35,20,25,22,8,5,29
"Chchd6",14,8,72,3,3,20,52,6,88,42,28,24,15,2,2,17
"Chchd7",25,12,162,4,11,57,126,13,304,101,53,56,58,8,3,32
"Chd1",35,35,454,22,37,99,234,37,653,225,108,114,134,44,13,116
"Chd1l",9,1,64,2,4,8,40,5,78,35,15,23,19,5,1,21
"Chd3",1,4,29,1,1,12,23,1,43,15,7,1,18,2,0,4
"Chd3os",3,0,15,0,1,4,16,2,40,10,6,6,2,0,0,1
"Chd5",0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1
"Chd6",17,4,147,1,6,23,73,13,169,81,39,37,28,2,3,18
"Chd8",25,15,218,4,8,25,106,18,242,65,42,36,63,6,7,58
"Chd9",0,1,51,0,0,1,24,1,23,16,7,6,8,0,0,1
"Chdh",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"Chek1",19,11,157,6,9,53,118,14,253,87,48,36,37,11,4,73
"Chek2",6,5,85,2,6,16,56,4,106,42,26,16,20,0,1,11
"Chfr",6,5,66,6,6,11,50,4,113,43,26,20,34,5,6,43
"Chga",0,0,5,0,1,1,6,1,10,4,4,10,2,0,0,0
"Chia1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chic1",1,0,18,0,2,9,22,0,22,14,3,6,20,1,0,4
"Chic2",35,18,117,5,13,39,99,16,316,80,75,45,74,16,9,61
"Chid1",1,1,11,1,9,3,5,2,23,2,5,6,6,12,0,10
"Chil1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Chil3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chil4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chil5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chil6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chit1",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Chka",10,11,114,6,31,23,79,7,146,49,33,44,22,21,5,81
"Chkb",10,3,38,2,7,8,28,6,60,19,11,17,20,8,1,8
"Chl1",0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"Chm",8,2,32,6,10,15,11,2,62,25,7,15,16,8,3,16
"Chml",1,5,28,3,8,8,10,2,53,14,7,14,10,4,0,3
"Chmp1a",18,13,51,3,3,24,50,4,103,35,37,26,38,7,2,35
"Chmp1b",14,1,76,6,3,25,65,10,148,61,26,18,29,17,4,18
"Chmp2a",14,7,103,24,17,32,77,5,161,64,41,33,55,46,8,85
"Chmp2b",16,7,87,9,35,33,67,6,164,56,35,33,49,18,4,56
"Chmp3",11,6,82,8,22,39,77,6,177,73,45,33,67,19,10,73
"Chmp4b",30,21,138,31,18,50,124,15,296,101,63,63,79,61,9,113
"Chmp5",37,14,108,11,27,54,98,12,255,81,41,64,84,18,9,82
"Chmp6",9,6,67,13,2,14,39,3,94,26,26,21,15,15,6,23
"Chmp7",9,3,66,8,14,21,66,10,111,45,21,23,41,8,2,35
"Chn1",13,7,59,0,1,16,49,6,87,42,18,11,23,3,0,5
"Chn1os3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Chn2",1,0,11,0,2,0,4,1,10,5,1,2,4,1,0,1
"Chodl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chordc1",26,36,229,13,29,84,135,14,454,138,83,75,108,40,11,113
"Chp1",24,14,83,6,19,31,73,8,245,46,41,42,50,24,2,55
"Chp2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chpf",5,1,56,6,6,4,33,9,76,27,10,10,11,10,1,34
"Chpt1",4,0,15,0,1,3,19,5,40,12,1,1,8,3,2,7
"Chrac1",6,7,88,9,8,24,55,3,96,44,21,21,32,5,1,45
"Chrd",107,0,10,0,0,1,5,2,9,12,3,12,0,0,0,1
"Chrdl1",0,0,7,0,0,1,4,1,5,7,0,4,0,0,0,0
"Chrdl2",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Chrm1",0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0
"Chrm2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chrm3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chrm4",2,0,2,0,0,3,3,0,11,0,2,2,2,0,0,0
"Chrm5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chrna1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chrna10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chrna2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chrna3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Chrna4",0,0,3,0,0,0,2,0,4,4,0,1,0,1,0,0
"Chrna5",0,0,0,0,0,0,1,0,2,1,2,0,1,0,0,1
"Chrna6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chrna7",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
"Chrna9",5,0,1,0,0,0,0,0,1,2,0,1,0,0,0,4
"Chrnb1",1,0,4,0,3,0,4,0,1,1,0,3,1,0,0,3
"Chrnb2",0,0,3,0,0,2,2,0,1,3,0,0,0,0,0,0
"Chrnb3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chrnb4",0,1,1,0,1,0,0,0,7,0,1,1,0,0,0,0
"Chrnd",0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
"Chrne",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chrng",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chst1",2,0,10,1,0,3,8,1,25,2,8,3,6,0,0,0
"Chst10",2,1,4,0,0,0,4,0,6,5,2,1,0,0,0,0
"Chst11",3,1,11,0,1,0,9,1,11,3,5,6,0,0,0,2
"Chst12",1,0,13,0,2,2,7,0,13,6,5,1,2,0,0,6
"Chst13",0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
"Chst14",2,1,7,2,2,6,2,0,17,3,1,0,13,0,1,3
"Chst15",1,1,3,0,1,1,0,1,8,1,0,10,3,0,0,0
"Chst2",2,5,17,2,0,27,10,7,239,15,43,1,9,13,0,1
"Chst3",0,1,6,0,0,1,8,1,7,4,2,2,0,0,0,1
"Chst4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chst5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chst7",3,1,4,0,0,3,3,2,97,12,21,2,3,0,0,0
"Chst8",0,0,1,0,0,0,0,0,3,1,0,0,1,0,0,0
"Chst9",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Chsy1",18,13,75,5,3,39,42,9,259,51,40,51,56,23,4,48
"Chsy3",0,1,0,0,1,0,2,0,2,0,0,0,3,0,0,0
"Chtf18",13,3,54,1,3,11,31,5,80,19,21,13,19,6,1,10
"Chtf8",13,4,63,3,4,21,35,3,125,34,35,25,16,2,0,25
"Chtop",53,26,293,12,29,78,233,29,494,216,101,90,99,32,15,118
"Chuk",9,7,76,4,14,25,54,9,145,49,21,18,32,6,3,43
"Churc1",27,5,52,12,9,25,60,5,119,54,19,19,28,10,5,88
"Ciao1",14,3,85,8,15,24,69,3,155,73,28,32,34,11,3,44
"Ciart",6,1,37,0,2,5,50,2,32,18,10,11,6,0,0,14
"Cib1",17,4,79,25,37,22,42,7,103,38,17,43,23,44,5,67
"Cib2",3,0,7,2,0,2,1,0,11,4,1,2,1,4,3,31
"Cib3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cib4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cic",5,3,52,1,10,20,30,5,79,19,13,28,12,1,1,24
"Cidea",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Cideb",1,0,3,0,18,0,1,0,3,1,1,2,0,0,0,0
"Cidec",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Ciita",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cilp",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cilp2",0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Cinp",9,13,137,20,16,41,96,18,194,86,40,52,64,39,9,126
"Cipc",7,2,66,0,3,12,41,3,63,32,9,12,12,1,0,3
"Cir1",3,2,17,0,3,10,8,1,55,9,13,6,8,0,3,13
"Cirbp",3,5,20,0,1,6,20,3,36,16,16,5,9,1,0,10
"Cirh1a",14,15,204,21,23,64,175,12,356,102,80,57,78,32,15,167
"Cisd1",20,14,175,17,11,53,134,13,280,87,51,58,76,32,8,110
"Cisd2",26,20,156,16,32,74,161,27,367,134,84,64,87,15,4,65
"Cisd3",2,1,5,3,3,3,5,0,17,6,1,1,7,10,0,20
"Cish",4,1,7,1,0,4,8,0,13,5,1,7,0,1,0,4
"Cit",2,0,26,0,0,6,9,1,19,11,7,6,1,2,1,1
"Cited1",0,0,10,0,216,11,12,3,41,9,22,33,9,3,22,93
"Cited2",174,55,189,50,40,193,225,54,777,274,209,113,343,78,6,86
"Cited4",0,0,1,0,4,2,1,0,2,0,0,1,0,0,0,0
"Ciz1",7,3,43,1,8,14,21,6,99,29,20,8,11,12,1,15
"Ckap2",11,13,108,4,4,29,70,8,148,61,33,39,28,8,7,66
"Ckap2l",5,8,96,6,9,29,67,9,155,44,45,21,50,28,12,42
"Ckap4",28,22,117,3,24,56,84,13,354,83,77,76,89,18,1,32
"Ckap5",45,23,319,7,27,63,216,25,489,166,86,105,106,19,5,81
"Ckb",5,9,44,19,6,14,43,3,90,28,17,10,6,14,8,14
"Ckm",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Ckmt1",1,0,13,0,0,1,8,1,9,5,1,0,2,0,1,4
"Ckmt2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cks1b",82,61,597,18,69,309,683,60,1187,452,242,271,335,36,31,468
"Cks1brt",0,2,19,0,2,14,41,2,54,21,13,8,15,1,1,15
"Cks2",10,3,70,5,10,30,88,4,121,55,19,25,41,6,4,64
"Clasp1",20,5,130,4,10,30,101,6,219,74,49,42,45,4,3,27
"Clasp2",8,3,34,3,3,23,41,3,126,32,35,26,21,2,2,22
"Clasrp",3,5,47,1,2,8,20,3,67,15,9,18,15,3,1,11
"Clca1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clca2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clca3a1;Clca3a2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clca3b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clca4a",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Clca4b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clca4c-ps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clcc1",10,5,55,0,1,4,26,6,56,26,13,12,10,4,0,17
"Clcf1;Clcf1-pold4;Pold4",1,1,9,2,0,9,10,0,19,5,3,4,7,1,0,2
"Clcn1",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"Clcn2",19,2,20,0,2,4,13,6,24,20,3,16,2,1,0,28
"Clcn3",19,5,145,6,24,18,81,3,111,61,21,27,44,23,5,106
"Clcn4",2,4,36,2,4,19,22,2,59,12,5,15,23,7,1,22
"Clcn5",1,1,24,2,19,2,8,4,20,3,4,13,6,2,1,10
"Clcn6",3,2,18,1,5,4,11,1,24,15,6,13,12,3,2,7
"Clcn7",6,4,31,5,16,15,19,4,59,18,7,17,13,7,0,12
"Clcnka",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"Clcnkb",0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
"Cldn1",0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0
"Cldn10",1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0
"Cldn11",0,0,2,0,0,0,0,0,2,1,1,0,1,0,0,0
"Cldn12",14,10,68,2,11,19,52,4,175,31,35,23,28,7,6,24
"Cldn13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn15",0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1
"Cldn16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn19",0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
"Cldn2",0,0,3,0,36,0,0,0,1,0,0,0,0,0,0,0
"Cldn20",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Cldn22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn23",0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2
"Cldn24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
